Battery, Cycle_No, Date, Time, Reading_number, Voltage_measured, Current_measured, Temperature_measured, Current_load, Voltage_load, Time_vector,Capacity
B0018, 80, 2008-07-15, 06:11:08.36, 186, 3.467897, -2.005112, 32.279626, 1.998800, 2.565000, 2017.000000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 187, 3.466467, -2.008447, 32.336050, 1.998800, 2.564000, 2027.937000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 188, 3.465203, -2.006855, 32.369119, 1.998800, 2.562000, 2038.765000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 189, 3.463798, -2.006095, 32.400362, 1.998800, 2.561000, 2049.703000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 190, 3.462539, -2.008197, 32.425540, 1.998800, 2.560000, 2060.609000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 191, 3.460954, -2.009375, 32.468814, 1.998800, 2.558000, 2071.578000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 192, 3.459464, -2.007347, 32.504059, 1.998800, 2.557000, 2082.437000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 193, 3.458365, -2.008022, 32.520683, 1.998800, 2.556000, 2093.312000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 194, 3.456834, -2.008639, 32.567784, 1.998800, 2.554000, 2104.250000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 195, 3.455643, -2.008955, 32.599412, 1.998800, 2.553000, 2115.156000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 196, 3.454321, -2.005693, 32.620526, 1.998800, 2.552000, 2126.125000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 197, 3.452835, -2.007827, 32.658321, 1.998800, 2.550000, 2137.047000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 198, 3.451536, -2.009965, 32.700061, 1.998800, 2.549000, 2147.968000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 199, 3.449876, -2.007453, 32.729711, 1.998800, 2.548000, 2158.828000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 200, 3.448461, -2.008575, 32.779851, 1.998800, 2.546000, 2169.734000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 201, 3.447030, -2.006699, 32.800458, 1.998800, 2.545000, 2180.625000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 202, 3.445650, -2.008596, 32.827595, 1.998800, 2.544000, 2191.468000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 203, 3.444313, -2.006793, 32.874163, 1.998800, 2.542000, 2202.390000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 204, 3.442673, -2.006871, 32.905650, 1.998800, 2.540000, 2213.328000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 205, 3.441093, -2.008346, 32.934914, 1.998800, 2.539000, 2224.172000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 206, 3.439787, -2.010634, 32.975385, 1.998800, 2.538000, 2235.047000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 207, 3.438093, -2.006746, 33.021327, 1.998800, 2.536000, 2245.906000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 208, 3.436553, -2.007661, 33.058559, 1.998800, 2.534000, 2256.828000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 209, 3.435276, -2.010331, 33.101174, 1.998800, 2.533000, 2267.765000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 210, 3.433530, -2.008850, 33.146233, 1.998800, 2.532000, 2278.625000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 211, 3.432201, -2.009499, 33.168762, 1.998800, 2.530000, 2289.468000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 212, 3.430495, -2.007719, 33.209410, 1.998800, 2.528000, 2300.437000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 213, 3.428711, -2.010354, 33.251293, 1.998800, 2.527000, 2311.359000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 214, 3.427033, -2.007493, 33.307696, 1.998800, 2.525000, 2322.297000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 215, 3.425731, -2.009042, 33.329708, 1.998800, 2.524000, 2333.187000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 216, 3.424002, -2.009353, 33.380815, 1.998600, 2.522000, 2344.265000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 217, 3.422062, -2.008815, 33.430895, 1.998800, 2.520000, 2355.343000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 218, 3.420447, -2.008968, 33.454827, 1.998800, 2.518000, 2366.328000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 219, 3.418716, -2.006054, 33.501218, 1.998800, 2.516000, 2377.390000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 220, 3.416820, -2.006958, 33.542824, 1.998800, 2.515000, 2388.515000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 221, 3.414999, -2.008027, 33.578588, 1.998800, 2.513000, 2399.609000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 222, 3.413154, -2.010297, 33.624663, 1.998800, 2.511000, 2410.609000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 223, 3.411298, -2.011489, 33.660961, 1.998800, 2.509000, 2421.640000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 224, 3.409134, -2.009292, 33.694565, 1.998800, 2.508000, 2432.703000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 225, 3.407187, -2.009791, 33.744983, 1.998800, 2.506000, 2443.718000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 226, 3.405544, -2.007984, 33.774970, 1.998800, 2.504000, 2454.750000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 227, 3.403352, -2.008971, 33.832576, 1.998800, 2.502000, 2465.734000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 228, 3.401166, -2.010661, 33.860049, 1.998800, 2.499000, 2476.781000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 229, 3.399374, -2.010889, 33.896559, 1.998800, 2.497000, 2487.859000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 230, 3.397082, -2.009700, 33.961581, 1.998800, 2.496000, 2498.906000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 231, 3.394699, -2.006482, 33.996118, 1.998800, 2.493000, 2509.937000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 232, 3.392421, -2.008948, 34.025354, 1.998800, 2.491000, 2521.062000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 233, 3.390305, -2.008802, 34.088621, 1.998800, 2.488000, 2532.078000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 234, 3.387494, -2.009510, 34.134404, 1.998800, 2.486000, 2543.093000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 235, 3.385254, -2.010345, 34.170172, 1.998800, 2.484000, 2554.156000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 236, 3.382654, -2.008067, 34.226397, 1.998800, 2.481000, 2565.297000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 237, 3.379881, -2.009548, 34.271467, 1.998800, 2.478000, 2576.343000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 238, 3.377082, -2.008680, 34.319532, 1.998800, 2.476000, 2587.375000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 239, 3.374249, -2.008665, 34.362609, 1.998800, 2.473000, 2598.390000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 240, 3.371338, -2.009078, 34.400021, 1.998800, 2.470000, 2609.437000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 241, 3.368189, -2.009882, 34.450273, 1.998800, 2.467000, 2620.484000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 242, 3.365162, -2.013122, 34.526709, 1.998800, 2.464000, 2631.640000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 243, 3.361510, -2.010715, 34.551686, 1.998800, 2.460000, 2642.687000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 244, 3.358142, -2.011079, 34.598118, 1.998800, 2.457000, 2653.734000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 245, 3.354280, -2.009511, 34.662525, 1.998800, 2.453000, 2664.781000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 246, 3.350500, -2.010916, 34.703722, 1.998800, 2.450000, 2675.812000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 247, 3.346421, -2.010340, 34.745659, 1.998800, 2.446000, 2686.922000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 248, 3.342118, -2.009726, 34.803424, 1.998800, 2.441000, 2697.937000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 249, 3.337408, -2.009892, 34.843488, 1.998800, 2.437000, 2708.984000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 250, 3.332580, -2.010366, 34.912198, 1.998800, 2.432000, 2720.062000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 251, 3.327323, -2.009483, 34.960792, 1.998800, 2.426000, 2731.172000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 252, 3.321717, -2.009312, 34.991686, 1.998800, 2.421000, 2742.218000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 253, 3.315723, -2.009304, 35.063889, 1.998800, 2.414000, 2753.265000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 254, 3.309274, -2.008004, 35.138680, 1.998800, 2.408000, 2764.281000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 255, 3.301882, -2.005648, 35.175500, 1.998800, 2.402000, 2775.312000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 256, 3.294700, -2.009467, 35.236065, 1.998800, 2.394000, 2786.453000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 257, 3.286208, -2.008557, 35.294283, 1.998800, 2.386000, 2797.500000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 258, 3.277308, -2.010162, 35.353802, 1.998800, 2.378000, 2808.547000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 259, 3.267487, -2.005986, 35.434241, 1.998800, 2.368000, 2819.609000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 260, 3.257315, -2.009127, 35.473213, 1.998800, 2.358000, 2830.640000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 261, 3.245863, -2.005934, 35.539634, 1.998800, 2.347000, 2841.656000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 262, 3.233262, -2.007489, 35.616734, 1.998800, 2.335000, 2852.703000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 263, 3.220221, -2.008246, 35.676739, 1.998800, 2.322000, 2863.687000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 264, 3.205203, -2.007183, 35.734436, 1.998800, 2.308000, 2874.750000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 265, 3.189383, -2.009346, 35.799973, 1.998800, 2.293000, 2885.828000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 266, 3.171999, -2.006379, 35.866029, 1.998800, 2.276000, 2896.828000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 267, 3.152682, -2.008242, 35.930200, 1.998800, 2.257000, 2907.906000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 268, 3.131904, -2.007675, 36.015120, 1.998800, 2.237000, 2918.953000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 269, 3.108687, -2.009326, 36.100277, 1.998800, 2.215000, 2929.937000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 270, 3.083174, -2.007303, 36.179611, 1.998800, 2.190000, 2940.968000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 271, 3.054873, -2.009934, 36.293624, 1.998800, 2.163000, 2952.015000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 272, 3.022922, -2.013268, 36.382040, 1.998800, 2.133000, 2963.015000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 273, 2.986746, -2.011612, 36.479408, 1.998800, 2.099000, 2974.062000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 274, 2.943384, -2.011304, 36.566124, 1.998800, 2.058000, 2985.218000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 275, 2.891816, -2.010447, 36.672973, 1.998800, 2.011000, 2996.265000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 276, 2.828915, -2.008795, 36.793886, 1.998800, 1.952000, 3007.265000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 277, 2.749207, -2.005035, 36.909168, 1.998800, 1.881000, 3018.343000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 278, 2.643167, -2.012991, 37.033659, 1.998800, 1.788000, 3029.375000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 279, 2.491906, -2.006993, 37.218688, 1.998800, 1.656000, 3040.531000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 280, 2.912216, 0.000209, 37.334414, 0.000600, 0.000000, 3051.718000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 281, 3.005505, 0.002101, 37.306508, 0.000600, 0.000000, 3062.906000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 282, 3.067185, -0.000348, 37.213489, 0.000600, 0.000000, 3074.109000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 283, 3.116217, 0.001025, 37.103284, 0.000600, 0.000000, 3085.328000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 284, 3.156890, -0.000020, 36.982774, 0.000600, 0.000000, 3096.562000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 285, 3.189316, 0.000234, 36.848557, 0.000600, 0.000000, 3107.718000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 286, 3.216349, 0.002190, 36.687324, 0.000600, 0.000000, 3118.968000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 287, 3.239461, 0.001093, 36.529298, 0.000600, 0.000000, 3130.218000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 288, 3.259517, -0.000416, 36.360610, 0.000600, 0.000000, 3141.406000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 289, 3.277318, 0.000486, 36.213713, 0.000600, 0.000000, 3152.609000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 290, 3.293345, -0.003198, 36.057820, 0.000600, 0.000000, 3163.781000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 291, 3.307909, 0.001983, 35.892929, 0.000600, 0.000000, 3174.984000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 292, 3.321319, -0.001446, 35.722205, 0.000600, 0.000000, 3186.359000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 293, 3.333147, -0.001376, 35.577647, 0.000600, 0.000000, 3197.672000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 294, 3.344293, -0.000507, 35.411955, 0.000600, 0.000000, 3208.968000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 295, 3.354264, -0.002254, 35.247887, 0.000600, 0.000000, 3220.281000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 296, 3.363874, -0.003163, 35.113681, 0.000600, 0.000000, 3231.578000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 297, 3.372548, -0.003463, 34.939280, 0.000600, 0.000000, 3242.968000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 298, 3.381059, 0.001136, 34.791358, 0.000600, 0.000000, 3254.312000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 299, 3.388513, 0.001140, 34.639194, 0.000600, 0.000000, 3265.593000, 1.681903
B0018, 80, 2008-07-15, 06:11:08.36, 300, 3.395570, 0.000920, 34.509207, 0.000600, 0.000000, 3276.922000, 1.681903
B0018, 82, 2008-07-15, 06:11:08.36, 1, 4.189574, 0.000473, 23.773513, 0.000600, 0.000000, 0.000000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 2, 4.189846, -0.000401, 23.769516, 0.000600, 4.205000, 9.421000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 3, 3.992943, -2.008049, 23.788254, 1.998800, 3.035000, 21.171000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 4, 3.974950, -2.011176, 23.862198, 1.998800, 3.035000, 32.093000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 5, 3.961324, -2.008536, 23.952338, 1.998800, 3.022000, 43.062000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 6, 3.950006, -2.010223, 24.045893, 1.998800, 3.014000, 54.062000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 7, 3.940015, -2.008258, 24.152881, 1.998800, 3.005000, 64.984000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 8, 3.931351, -2.008634, 24.253019, 1.998800, 2.998000, 75.890000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 9, 3.923136, -2.010117, 24.352327, 1.998800, 2.993000, 86.843000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 10, 3.915893, -2.009130, 24.453865, 1.998800, 2.987000, 97.812000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 11, 3.909025, -2.008951, 24.556615, 1.998800, 2.983000, 108.828000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 12, 3.902393, -2.009439, 24.666366, 1.998800, 2.978000, 119.859000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 13, 3.896438, -2.010055, 24.755876, 1.998800, 2.973000, 130.828000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 14, 3.890882, -2.007290, 24.861251, 1.998800, 2.968000, 141.843000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 15, 3.885388, -2.008875, 24.973735, 1.998800, 2.965000, 152.765000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 16, 3.880021, -2.007695, 25.072684, 1.998800, 2.960000, 163.718000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 17, 3.874854, -2.006730, 25.167210, 1.998800, 2.956000, 174.609000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 18, 3.870311, -2.009316, 25.276523, 1.998800, 2.952000, 185.562000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 19, 3.865593, -2.008980, 25.370688, 1.998800, 2.948000, 196.500000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 20, 3.861383, -2.008993, 25.469769, 1.998800, 2.944000, 207.437000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 21, 3.857189, -2.008228, 25.568098, 1.998800, 2.940000, 218.343000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 22, 3.852718, -2.008624, 25.650317, 1.998800, 2.937000, 229.296000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 23, 3.848692, -2.008534, 25.755477, 1.998800, 2.933000, 240.312000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 24, 3.844685, -2.006791, 25.850068, 1.998800, 2.929000, 251.250000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 25, 3.840847, -2.008424, 25.941793, 1.998800, 2.925000, 262.187000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 26, 3.837017, -2.009253, 26.038865, 1.998800, 2.922000, 273.234000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 27, 3.833485, -2.009265, 26.127935, 1.998800, 2.919000, 284.187000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 28, 3.829900, -2.009328, 26.222838, 1.998800, 2.915000, 295.125000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 29, 3.826327, -2.007836, 26.328499, 1.998800, 2.913000, 306.109000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 30, 3.823064, -2.009795, 26.416579, 1.998800, 2.909000, 317.093000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 31, 3.819706, -2.005125, 26.498550, 1.998800, 2.907000, 327.984000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 32, 3.816238, -2.008140, 26.578929, 1.998800, 2.904000, 338.984000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 33, 3.813109, -2.009294, 26.673692, 1.998800, 2.901000, 349.906000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 34, 3.809956, -2.008130, 26.766319, 1.998800, 2.898000, 360.828000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 35, 3.806817, -2.008140, 26.854930, 1.998800, 2.895000, 371.843000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 36, 3.803758, -2.009334, 26.938381, 1.998800, 2.892000, 382.843000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 37, 3.800184, -2.008982, 27.030662, 1.998800, 2.889000, 393.781000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 38, 3.797256, -2.009074, 27.116147, 1.998800, 2.887000, 404.734000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 39, 3.794097, -2.007428, 27.197167, 1.998800, 2.883000, 415.718000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 40, 3.790797, -2.007043, 27.297871, 1.998800, 2.881000, 426.656000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 41, 3.787551, -2.008470, 27.359170, 1.998800, 2.877000, 437.578000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 42, 3.784334, -2.008393, 27.453134, 1.998800, 2.875000, 448.500000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 43, 3.781102, -2.008007, 27.529198, 1.998800, 2.871000, 459.390000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 44, 3.777664, -2.006419, 27.603385, 1.998800, 2.868000, 470.281000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 45, 3.774391, -2.008938, 27.678778, 1.998800, 2.865000, 481.218000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 46, 3.771019, -2.011181, 27.755256, 1.998800, 2.862000, 492.156000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 47, 3.767668, -2.008557, 27.834622, 1.998800, 2.859000, 503.187000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 48, 3.764439, -2.011310, 27.910814, 1.998800, 2.856000, 514.203000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 49, 3.760985, -2.007967, 27.970655, 1.998800, 2.853000, 525.156000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 50, 3.757801, -2.009795, 28.041093, 1.998800, 2.850000, 536.062000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 51, 3.754479, -2.013169, 28.108161, 1.998800, 2.847000, 546.968000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 52, 3.751022, -2.009129, 28.172085, 1.998800, 2.843000, 557.953000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 53, 3.747892, -2.010644, 28.235173, 1.998800, 2.840000, 568.953000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 54, 3.744776, -2.008711, 28.294582, 1.998800, 2.837000, 579.875000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 55, 3.741590, -2.009412, 28.336917, 1.998800, 2.834000, 590.843000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 56, 3.738483, -2.007437, 28.396298, 1.998800, 2.831000, 601.828000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 57, 3.735312, -2.008283, 28.443374, 1.998800, 2.828000, 612.875000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 58, 3.732145, -2.008719, 28.467719, 1.998800, 2.825000, 623.812000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 59, 3.729220, -2.005201, 28.524155, 1.998800, 2.822000, 634.765000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 60, 3.726222, -2.008417, 28.560738, 1.998800, 2.819000, 645.750000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 61, 3.723188, -2.009001, 28.588740, 1.998800, 2.816000, 656.703000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 62, 3.720288, -2.006745, 28.610605, 1.998800, 2.813000, 667.640000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 63, 3.717366, -2.007757, 28.635897, 1.998800, 2.811000, 678.578000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 64, 3.714583, -2.005000, 28.669246, 1.998800, 2.808000, 689.484000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 65, 3.711707, -2.007952, 28.711586, 1.998800, 2.805000, 700.421000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 66, 3.708732, -2.008189, 28.718617, 1.998800, 2.802000, 711.312000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 67, 3.705806, -2.009651, 28.742778, 1.998800, 2.799000, 722.265000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 68, 3.702921, -2.010846, 28.768478, 1.998800, 2.797000, 733.171000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 69, 3.700343, -2.009732, 28.792725, 1.998800, 2.794000, 744.171000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 70, 3.697573, -2.009057, 28.811911, 1.998800, 2.791000, 755.093000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 71, 3.694742, -2.010165, 28.840253, 1.998800, 2.788000, 766.078000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 72, 3.691804, -2.007223, 28.852155, 1.998800, 2.785000, 777.062000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 73, 3.689222, -2.011361, 28.876215, 1.998800, 2.783000, 788.015000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 74, 3.686288, -2.009687, 28.903958, 1.998800, 2.780000, 798.984000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 75, 3.683866, -2.009980, 28.920496, 1.998800, 2.777000, 809.921000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 76, 3.680943, -2.007626, 28.954543, 1.998800, 2.775000, 820.875000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 77, 3.678216, -2.007716, 28.975905, 1.998800, 2.773000, 831.796000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 78, 3.675534, -2.009691, 29.006646, 1.998800, 2.769000, 842.734000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 79, 3.672774, -2.011347, 29.039537, 1.998800, 2.767000, 853.687000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 80, 3.670128, -2.009949, 29.064403, 1.998800, 2.764000, 864.671000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 81, 3.667445, -2.009089, 29.088982, 1.998800, 2.761000, 875.593000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 82, 3.664729, -2.007929, 29.105876, 1.998800, 2.759000, 886.546000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 83, 3.662229, -2.010699, 29.137578, 1.998800, 2.757000, 897.421000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 84, 3.659422, -2.007846, 29.170354, 1.998800, 2.754000, 908.390000, 1.676977
B0018, 82, 2008-07-15, 06:11:08.36, 85, 3.656807, -2.008690, 29.209276, 1.998800, 2.751000, 919.296000, 1.676977
