Battery, Cycle_No, Date, Time, Temp, Reading_number, Sense_current_real, Sense_current_i, Battery_current_real, Battery_current_i, Current_ratio_real, Current_ratio_i, Battery_impedance_real, Battery_impedance_i, Rectified_Impedance_real, Rectified_Impedance_i, Re, Rct
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 14, 805.644226, -56.900608, 355.531006, -40.253349, 2.255241, 0.095295, 0.189322, -0.001270, 0.082703, -0.001968, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 15, 803.500977, -57.685802, 355.855103, -38.894173, 2.248798, 0.083684, 0.188210, -0.000988, 0.082579, -0.000718, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 16, 806.547791, -39.575314, 356.305847, -28.674767, 2.257954, 0.070644, 0.187147, -0.000725, 0.081349, -0.002550, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 17, 805.349915, -37.904808, 358.418488, -29.548454, 2.240445, 0.078949, 0.186112, -0.000389, 0.080658, -0.002075, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 18, 801.888855, -41.647049, 357.634796, -25.405113, 2.239173, 0.042612, 0.185080, 0.000075, 0.078959, -0.002428, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 19, 802.308777, -37.167656, 359.156555, -30.727528, 2.226426, 0.086995, 0.184023, 0.000697, 0.078601, -0.001378, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 20, 800.865723, -39.151554, 362.417450, -28.980877, 2.204331, 0.068241, 0.182912, 0.001477, 0.078635, -0.002175, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 21, 800.926392, -38.629959, 364.184814, -29.709311, 2.193288, 0.072851, 0.181720, 0.002395, 0.074493, -0.002389, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 22, 797.516663, -0.371315, 364.526764, -9.263175, 2.186428, 0.054542, 0.180424, 0.003414, 0.074660, -0.002300, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 23, 799.700562, 0.019724, 365.569550, -11.307461, 2.185454, 0.067652, 0.179004, 0.004479, 0.072905, -0.002213, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 24, 794.948975, 1.443295, 370.934204, -10.950326, 2.141119, 0.067099, 0.177450, 0.005527, 0.072804, -0.002070, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 25, 794.546021, -0.162195, 370.664215, -10.855076, 2.141750, 0.062285, 0.175762, 0.006488, 0.071425, -0.002126, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 26, 792.698364, -1.287088, 373.265778, -10.215743, 2.122188, 0.054633, 0.173950, 0.007287, 0.071491, -0.002009, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 27, 792.013428, -1.618361, 373.133789, -8.779106, 2.121527, 0.045578, 0.172037, 0.007854, 0.069662, -0.001562, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 28, 789.945923, -12.132029, 375.091064, -14.010666, 2.104283, 0.046256, 0.170060, 0.008122, 0.068710, -0.001745, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 29, 790.529724, -13.306744, 373.476624, -12.055016, 2.115624, 0.032658, 0.168068, 0.008033, 0.069142, -0.001901, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 30, 788.949707, -13.548134, 375.870758, -10.615219, 2.098336, 0.023216, 0.166126, 0.007539, 0.066669, -0.002119, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 31, 789.639893, -17.675655, 377.008301, -9.451028, 2.094349, 0.005618, 0.164311, 0.006604, 0.065782, -0.001858, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 32, 792.028931, -18.891794, 374.536560, -7.063623, 2.114890, -0.010554, 0.162718, 0.005202, 0.064661, -0.001994, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 33, 789.166809, -34.510445, 375.329041, -19.880970, 2.101574, 0.019372, 0.161456, 0.003318, 0.063860, -0.001771, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 34, 789.889587, -37.709885, 373.971222, -15.948988, 2.112625, -0.010738, 0.160650, 0.000944, 0.062525, -0.001425, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 35, 790.244141, -39.716763, 373.898254, -13.753607, 2.114573, -0.028440, 0.160448, -0.001928, 0.061676, -0.001370, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 36, 790.002441, -46.426861, 373.911255, -8.687302, 2.114551, -0.075037, 0.161017, -0.005304, 0.061489, -0.000855, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 37, 790.369873, -55.853313, 374.356201, 1.121583, 2.110812, -0.155522, 0.162551, -0.009197, 0.060562, -0.000785, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 38, 793.866089, -69.035431, 371.453857, 15.018887, 2.126196, -0.271820, 0.165271, -0.013627, 0.060267, 0.000206, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 39, 802.818665, -87.748909, 362.139465, 33.133293, 2.176488, -0.441441, 0.169431, -0.018623, 0.060883, 0.000606, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 40, 818.981506, -104.434021, 344.474030, 51.751553, 2.280467, -0.645772, 0.175323, -0.024211,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 41, 841.580811, -120.171906, 322.685059, 71.012108, 2.409415, -0.902643, 0.183284, -0.030406,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 42, 866.515564, -125.621651, 295.150482, 83.973465, 2.603968, -1.166476, 0.193713, -0.037177,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 43, 886.979614, -116.116066, 269.925476, 94.335152, 2.794370, -1.406771, 0.207082, -0.044407,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 44, 900.937622, -78.681763, 244.971176, 106.863686, 2.972048, -1.617683, 0.223962, -0.051824,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 45, 907.239380, -14.398955, 222.805801, 124.947876, 3.070124, -1.786329, 0.245047, -0.058896,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 46, 911.143616, 107.168922, 181.657501, 147.409515, 3.312937, -2.098397, 0.271169, -0.064688,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 47, 879.607605, 275.505615, 140.403061, 158.000320, 3.738593, -2.244918, 0.303277, -0.067657,,, 0.061009, 0.087107
B0018, 40, 2008-07-11, 09:56:29.14, 24.00, 48, 809.533386, 438.317596, 89.410599, 160.334320, 4.233012, -2.688490, 0.342346, -0.065363,,, 0.061009, 0.087107
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 1, 822.121582, -24.400135, 336.546417, -93.382904, 2.286865, 0.562044, 0.157278, -0.127542, 0.087200, -0.001749, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 2, 816.089355, -36.756317, 343.772186, -80.734741, 2.273634, 0.427041, 0.176133, -0.100689, 0.085631, -0.001559, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 3, 817.688354, -45.445625, 343.615204, -71.500793, 2.307281, 0.347851, 0.187549, -0.076852, 0.086410, -0.001159, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 4, 814.879272, -50.999977, 343.791870, -67.399475, 2.310547, 0.304631, 0.193871, -0.056910, 0.086043, -0.001861, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 5, 813.608093, -50.601662, 346.741425, -60.819035, 2.301238, 0.257706, 0.196904, -0.040951, 0.086554, -0.000655, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 6, 813.983582, -56.782043, 346.772827, -55.434250, 2.314345, 0.206221, 0.197927, -0.028644, 0.085797, -0.001113, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 7, 812.319519, -58.431026, 347.015442, -53.448616, 2.311962, 0.187715, 0.197799, -0.019482, 0.087986, -0.001056, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 8, 811.602600, -63.108978, 347.856873, -47.870178, 2.314290, 0.137058, 0.197066, -0.012911, 0.084748, -0.000886, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 9, 811.322327, -62.922607, 349.519196, -47.354534, 2.303363, 0.132044, 0.196058, -0.008398, 0.084072, -0.000852, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 10, 812.337708, -66.251099, 347.689484, -44.117863, 2.323162, 0.104236, 0.194966, -0.005465, 0.084032, -0.000763, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 11, 809.531372, -57.384689, 351.618866, -38.954376, 2.292244, 0.090747, 0.193892, -0.003695, 0.085704, -0.001605, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 12, 807.737061, -58.525288, 354.044098, -37.588551, 2.273384, 0.076058, 0.192881, -0.002738, 0.084022, -0.001252, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 13, 805.919067, -59.490784, 353.432312, -36.611130, 2.273307, 0.067163, 0.191949, -0.002306, 0.082998, -0.001130, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 14, 808.949585, -57.382217, 352.675079, -39.006516, 2.283811, 0.089888, 0.191095, -0.002164, 0.084259, -0.000775, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 15, 807.137573, -60.369152, 354.742065, -36.944984, 2.268399, 0.066067, 0.190304, -0.002130, 0.083447, -0.000903, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 16, 804.931885, -41.329300, 356.851013, -27.502209, 2.251207, 0.057682, 0.189555, -0.002066, 0.082316, -0.000701, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 17, 806.939636, -42.385818, 356.702881, -26.101954, 2.258818, 0.046464, 0.188823, -0.001874, 0.082800, -0.001124, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 18, 806.825317, -40.473625, 358.208038, -25.565426, 2.249001, 0.047523, 0.188077, -0.001491, 0.081443, -0.002080, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 19, 804.428040, -44.336277, 358.960358, -25.629459, 2.238402, 0.036307, 0.187288, -0.000889, 0.081785, -0.001504, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 20, 803.517212, -43.339081, 359.986664, -26.200603, 2.229030, 0.041843, 0.186421, -0.000065, 0.080662, -0.002080, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 21, 802.719299, -41.441978, 360.482819, -28.715633, 2.221848, 0.062027, 0.185446, 0.000956, 0.079054, -0.001831, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 22, 803.639648, -2.239143, 361.402344, -10.338120, 2.222029, 0.057367, 0.184335, 0.002129, 0.077858, -0.002203, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 23, 802.277039, -0.525734, 362.943817, -10.794779, 2.208561, 0.064239, 0.183066, 0.003394, 0.079904, -0.002024, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 24, 800.752747, -1.536478, 364.847839, -8.850368, 2.193569, 0.049000, 0.181628, 0.004676, 0.076060, -0.002299, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 25, 799.109985, 0.627764, 366.601959, -9.436731, 2.178288, 0.057784, 0.180018, 0.005892, 0.075095, -0.002209, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 26, 801.392151, -1.963047, 363.717499, -8.468857, 2.202269, 0.045881, 0.178245, 0.006957, 0.073211, -0.002307, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 27, 796.981873, -1.638075, 369.003693, -9.330041, 2.158553, 0.050139, 0.176333, 0.007787, 0.071926, -0.002308, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 28, 795.211365, -11.156189, 370.245636, -13.237114, 2.146128, 0.046597, 0.174320, 0.008304, 0.071709, -0.002047, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 29, 793.311646, -13.342199, 371.285278, -13.239874, 2.135230, 0.040206, 0.172258, 0.008438, 0.070565, -0.002539, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 30, 791.400269, -12.465923, 372.275452, -13.643997, 2.124220, 0.044367, 0.170212, 0.008133, 0.069619, -0.002244, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 31, 792.843750, -15.400801, 372.410950, -9.463728, 2.128625, 0.012738, 0.168263, 0.007345, 0.068142, -0.002193, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 32, 792.127075, -17.455324, 371.588898, -9.507502, 2.131536, 0.007563, 0.166505, 0.006045, 0.064020, -0.001253, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 33, 793.219727, -34.801414, 371.162567, -19.804380, 2.136044, 0.020211, 0.165046, 0.004215, 0.064452, -0.001867, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 34, 793.618835, -37.422646, 370.762604, -17.022667, 2.140626, -0.002653, 0.164012, 0.001849, 0.063493, -0.001976, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 35, 785.593201, -39.993729, 373.221436, -9.770353, 2.106260, -0.052020, 0.163547, -0.001057, 0.062611, -0.001649, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 36, 791.473145, -45.580700, 373.321411, -8.692327, 2.121778, -0.072692, 0.163814, -0.004503, 0.062667, -0.001101, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 37, 791.993713, -52.994820, 372.927155, -0.615023, 2.123951, -0.138602, 0.165002, -0.008494, 0.060484, -0.000998, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 38, 794.908752, -66.967224, 369.868225, 14.362185, 2.138912, -0.264112, 0.167327, -0.013040, 0.060507, -0.000201, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 39, 804.899414, -84.279533, 360.438263, 33.085278, 2.193171, -0.435140, 0.171037, -0.018159, 0.060911, 0.000383, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 40, 819.730469, -103.292259, 344.973358, 51.123367, 2.281730, -0.637562, 0.176418, -0.023865,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 41, 840.875671, -118.557846, 322.279572, 69.156471, 2.418830, -0.886918, 0.183803, -0.030158,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 42, 866.202698, -125.044891, 295.235138, 83.013100, 2.608614, -1.157024, 0.193587, -0.036994,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 43, 886.548035, -115.388680, 270.420837, 94.465706, 2.789000, -1.400978, 0.206239, -0.044238,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 44, 901.664246, -77.469650, 244.510895, 105.399361, 2.994607, -1.607697, 0.222334, -0.051594,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 45, 906.347778, -14.489956, 223.893341, 126.108871, 3.045477, -1.780096, 0.242568, -0.058498,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 46, 909.754211, 107.271484, 182.821732, 146.749817, 3.312723, -2.072347, 0.267778, -0.063965,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 47, 877.164978, 280.506104, 135.874161, 161.684082, 3.688888, -2.325154, 0.298916, -0.066373,,, 0.060649, 0.087549
B0018, 50, 2008-07-12, 06:13:58.53, 24.00, 48, 804.597351, 438.313110, 94.709160, 161.738251, 4.187263, -2.522750, 0.336934, -0.063160,,, 0.060649, 0.087549
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 1, 820.731384, -22.738615, 337.475586, -96.229225, 2.266872, 0.579007, 0.157109, -0.124453, 0.085889, -0.002022, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 2, 816.702881, -33.467579, 343.817719, -84.917076, 2.261485, 0.461207, 0.175271, -0.098730, 0.087496, -0.001878, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 3, 814.702820, -43.057037, 346.260071, -74.201797, 2.275036, 0.363180, 0.186417, -0.075854, 0.086724, -0.000538, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 4, 815.233337, -50.350777, 345.923828, -69.057625, 2.294307, 0.312464, 0.192709, -0.056643, 0.085204, -0.000639, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 5, 816.308105, -49.961742, 344.534637, -60.949936, 2.322283, 0.265811, 0.195819, -0.041185, 0.084459, -0.000232, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 6, 812.139648, -57.490555, 345.821564, -53.056641, 2.319347, 0.189596, 0.196945, -0.029183, 0.085728, -0.001120, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 7, 810.672302, -59.728172, 348.458405, -49.345459, 2.304513, 0.154937, 0.196896, -0.020166, 0.084139, -0.000156, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 8, 811.133911, -63.396896, 351.527466, -46.956253, 2.290673, 0.125636, 0.196197, -0.013617, 0.082809, -0.000626, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 9, 809.572021, -63.724182, 348.856995, -47.708961, 2.302558, 0.132227, 0.195170, -0.009037, 0.085173, -0.001029, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 10, 806.392395, -67.807602, 352.189240, -42.152760, 2.280038, 0.080361, 0.194007, -0.005971, 0.083925, -0.001505, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 11, 807.174255, -57.302738, 354.130798, -38.315025, 2.270243, 0.083816, 0.192813, -0.004025, 0.083716, -0.000790, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 12, 806.878174, -58.803204, 351.649658, -38.128761, 2.285809, 0.080625, 0.191643, -0.002867, 0.084185, -0.000886, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 13, 807.177307, -59.068287, 353.825043, -39.595882, 2.271524, 0.087260, 0.190521, -0.002221, 0.082477, -0.001694, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 14, 807.780762, -60.494347, 356.030304, -37.473808, 2.261682, 0.068139, 0.189450, -0.001866, 0.082037, -0.001320, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 15, 807.460388, -60.968304, 354.754791, -35.626595, 2.270469, 0.056154, 0.188424, -0.001631, 0.083052, -0.001641, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 16, 805.377197, -38.231476, 357.816284, -28.686825, 2.244949, 0.073135, 0.187429, -0.001384, 0.080250, -0.002350, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 17, 803.450745, -39.917927, 359.000275, -27.765736, 2.233264, 0.061533, 0.186444, -0.001038, 0.082206, -0.002028, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 18, 804.234314, -40.477798, 357.509613, -28.790836, 2.244110, 0.067500, 0.185446, -0.000537, 0.080155, -0.002051, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 19, 801.796082, -37.037006, 361.023468, -30.097263, 2.214062, 0.081990, 0.184411, 0.000145, 0.078632, -0.001527, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 20, 801.781494, -38.316200, 360.017670, -28.003693, 2.221897, 0.066400, 0.183311, 0.001006, 0.078604, -0.002171, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 21, 801.907471, -39.744076, 362.533630, -28.163136, 2.207150, 0.061832, 0.182123, 0.002020, 0.077535, -0.002460, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 22, 799.498413, -0.150229, 365.353882, -9.872714, 2.186699, 0.058679, 0.180825, 0.003144, 0.074240, -0.002353, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 23, 799.128906, -0.079233, 365.366364, -11.333488, 2.185103, 0.067564, 0.179404, 0.004318, 0.074455, -0.002559, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 24, 798.277527, 0.296030, 366.521484, -11.202499, 2.175926, 0.067313, 0.177851, 0.005474, 0.071376, -0.001999, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 25, 795.108826, 0.129539, 371.747498, -11.081825, 2.136932, 0.064051, 0.176171, 0.006534, 0.071762, -0.002162, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 26, 793.930603, -0.128576, 370.702332, -11.097448, 2.139786, 0.063710, 0.174376, 0.007420, 0.070423, -0.002290, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 27, 790.114502, -2.549377, 375.111450, -9.115230, 2.105268, 0.044362, 0.172493, 0.008057, 0.070218, -0.001465, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 28, 790.864441, -11.316013, 374.844238, -13.742445, 2.108121, 0.047099, 0.170561, 0.008374, 0.069140, -0.001651, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 29, 790.820679, -10.494856, 375.729919, -12.450878, 2.103374, 0.041769, 0.168631, 0.008310, 0.068432, -0.001314, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 30, 790.576355, -14.923128, 375.517120, -10.676970, 2.104729, 0.020103, 0.166768, 0.007814, 0.072528, -0.001835, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 31, 789.323120, -16.799292, 375.994537, -8.450409, 2.099238, 0.002500, 0.165047, 0.006849, 0.066168, -0.001986, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 32, 789.341370, -20.370659, 374.798981, -4.680358, 2.106390, -0.028047, 0.163558, 0.005389, 0.065091, -0.001896, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 33, 796.173157, -36.590847, 366.869659, -17.722755, 2.169934, 0.005087, 0.162406, 0.003419, 0.063612, -0.001675, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 34, 790.139587, -37.842003, 373.247986, -16.632542, 2.117243, -0.007038, 0.161707, 0.000930, 0.062691, -0.001495, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 35, 791.097534, -40.985031, 373.436951, -13.671949, 2.119600, -0.032150, 0.161599, -0.002079, 0.061509, -0.001607, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 36, 790.559753, -45.823273, 374.707092, -7.881737, 2.111445, -0.077878, 0.162237, -0.005613, 0.061988, -0.000841, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 37, 790.612976, -54.551216, 374.066925, 1.342361, 2.113010, -0.153415, 0.163799, -0.009675, 0.059104, -0.000836, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 38, 793.153625, -67.642715, 371.444885, 14.199261, 2.125253, -0.263349, 0.166492, -0.014275, 0.059853, 0.000038, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 39, 803.692627, -85.922867, 361.320496, 33.956020, 2.182695, -0.442927, 0.170552, -0.019424, 0.062861, 0.001883, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 40, 817.537048, -104.312645, 346.755585, 52.044693, 2.261577, -0.640266, 0.176256, -0.025125,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 41, 841.144531, -119.958656, 323.392120, 70.440041, 2.406056, -0.895017, 0.183926, -0.031360,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 42, 869.040527, -127.926369, 291.763947, 87.774971, 2.610409, -1.223780, 0.193947, -0.038054,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 43, 886.990295, -115.271095, 270.795563, 94.929451, 2.784130, -1.401674, 0.206783, -0.045031,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 44, 901.580139, -78.959999, 244.017487, 107.285515, 2.977002, -1.632462, 0.222997, -0.051939,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 45, 906.828491, -12.519704, 224.305908, 124.332397, 3.068956, -1.756932, 0.243274, -0.058143,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 46, 910.746887, 108.825317, 181.554443, 147.981079, 3.307562, -2.096513, 0.268423, -0.062572,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 47, 882.842102, 277.467224, 140.299789, 159.651001, 3.722632, -2.258411, 0.299339, -0.063496,,, 0.062195, 0.085710
B0018, 52, 2008-07-12, 07:42:35.20, 24.00, 48, 804.503540, 436.693573, 97.591927, 159.970718, 4.225317, -2.451365, 0.336862, -0.058239,,, 0.062195, 0.085710
B0018, 62, 2008-07-13, 02:47:19.94, 24.00, 1, 824.998596, -23.240362, 334.636047, -96.941132, 2.293045, 0.594825, 0.159955, -0.126965, 0.091093, -0.000346, 0.061065, 0.088485
B0018, 62, 2008-07-13, 02:47:19.94, 24.00, 2, 815.476135, -37.062763, 343.826080, -81.511505, 2.269757, 0.430301, 0.178777, -0.100582, 0.089484, -0.001643, 0.061065, 0.088485
B0018, 62, 2008-07-13, 02:47:19.94, 24.00, 3, 820.282715, -44.462265, 340.257843, -74.280540, 2.328331, 0.377618, 0.190220, -0.077115, 0.089049, -0.000888, 0.061065, 0.088485
B0018, 62, 2008-07-13, 02:47:19.94, 24.00, 4, 818.211487, -55.605537, 339.668091, -61.958580, 2.360187, 0.266814, 0.196566, -0.057458, 0.086040, -0.001660, 0.061065, 0.088485
